record_id,reference_number,product_id,product_name,status,qty,unit_price,current_location,latitude,longitude,destination,time_remaining_to_destination_hours,last_updated,last_updated_cst,expected_arrival_time,batch_id,transit_status
882,CUST-001881,PROD-007,Organic Carrots,In Transit to Customer,4416,1.99,"Atwater, CA",37.3477,-120.6093,"Fresno, CA",1.13,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 AM CST,batch8947,OnTime
249,CUST-001248,PROD-002,Organic Avocados,In Transit to Customer,4991,2.49,"Frederick, CO",40.0994,-104.9405,"Fort Collins, CO",0.63,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch5604,OnTime
423,DCST-001422,PROD-004,Organic Strawberries,At DC,36395,5.99,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch4680,Nil
939,DCTR-001938,PROD-008,Organic Apples,In Transit to DC,5165,2.99,"Philadelphia, PA",39.9526,-75.1652,"Boston DC, MA",4.92,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 11:24 AM CST,batch535,OnTime
416,DCTR-001415,PROD-004,Organic Strawberries,In Transit to DC,4128,5.99,"Waco, TX",31.5493,-97.1467,"Denver DC, CO",13.03,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 PM CST,batch3261,OnTime
1038,SUPP-002037,PROD-009,Organic Lettuce,In Transit from Supplier,3839,3.99,"King City, CA",36.2128,-121.1257,"Houston Dock, TX",28.23,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 11:24 AM CST,batch6540,OnTime
757,CUST-001756,PROD-006,Organic Tomatoes,In Transit to Customer,3606,3.49,"Woodmoor, CO",39.0947,-104.8469,"Colorado Springs, CO",0.33,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch3643,OnTime
915,SUPP-001914,PROD-008,Organic Apples,In Transit from Supplier,7471,2.99,"Redding, CA",40.5865,-122.3917,"Houston Dock, TX",30.73,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 01:24 PM CST,batch2530,OnTime
83,DCST-001082,PROD-001,Organic Bananas,At DC,34464,0.79,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1788,Nil
815,DCST-001814,PROD-007,Organic Carrots,At DC,33450,1.99,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch684,Nil
830,DCST-001829,PROD-007,Organic Carrots,At DC,38773,1.99,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6499,Nil
104,CUST-001103,PROD-001,Organic Bananas,In Transit to Customer,6436,0.79,"Catalina, AZ",32.5009,-110.9187,"Tucson, AZ",0.35,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch9808,OnTime
634,CUST-001633,PROD-005,Organic Blueberries,In Transit to Customer,5550,6.99,"Ashland, MA",42.2612,-71.4634,"Worcester, MA",0.32,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch2194,OnTime
881,CUST-001880,PROD-007,Organic Carrots,In Transit to Customer,7919,1.99,"Stockton, CA",37.9577,-121.2908,"San Jose, CA",0.98,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch1506,OnTime
1265,CUST-002264,PROD-010,Organic Bell Peppers,In Transit to Customer,4034,4.49,"Fremont, CA",37.5485,-121.9886,"San Jose, CA",0.28,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch1412,OnTime
234,CUST-001233,PROD-002,Organic Avocados,In Transit to Customer,3410,2.49,"Cottonwood, AZ",34.7395,-112.006,"Flagstaff, AZ",0.68,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch6523,OnTime
850,DCST-001849,PROD-007,Organic Carrots,At DC,31777,1.99,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6356,Nil
861,DCST-001860,PROD-007,Organic Carrots,At DC,35228,1.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch4376,Nil
1118,DCST-002117,PROD-009,Organic Lettuce,At DC,37362,3.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch9066,Nil
1005,CUST-002004,PROD-008,Organic Apples,In Transit to Customer,6792,2.99,"Walnut Creek, CA",37.9101,-122.0652,"San Francisco, CA",0.39,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch3169,OnTime
1080,DCST-002079,PROD-009,Organic Lettuce,At DC,29930,3.99,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6458,Nil
755,CUST-001754,PROD-006,Organic Tomatoes,In Transit to Customer,5163,3.49,"Livingston, CA",37.3869,-120.7238,"Fresno, CA",1.24,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 AM CST,batch4142,OnTime
995,CUST-001994,PROD-008,Organic Apples,In Transit to Customer,6220,2.99,"Forsyth, GA",33.0343,-83.9382,"Macon, GA",0.4,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch7376,OnTime
421,DCTR-001420,PROD-004,Organic Strawberries,In Transit to DC,6775,5.99,"Richmond, VA",37.5407,-77.436,"Boston DC, MA",8.62,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 03:24 PM CST,batch1633,OnTime
611,CUST-001610,PROD-005,Organic Blueberries,In Transit to Customer,3224,6.99,"Sedona, AZ",34.8697,-111.761,"Flagstaff, AZ",0.43,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch5783,OnTime
442,DCST-001441,PROD-004,Organic Strawberries,At DC,29656,5.99,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1754,Nil
1112,DCST-002111,PROD-009,Organic Lettuce,At DC,43456,3.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch4662,Nil
908,SUPP-001907,PROD-008,Organic Apples,In Transit from Supplier,5856,2.99,"Denver, CO",39.7392,-104.9903,"Houston Dock, TX",15.97,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 10:24 PM CST,batch4143,OnTime
779,SUPP-001778,PROD-007,Organic Carrots,In Transit from Supplier,6152,1.99,"Gila Bend, AZ",32.9481,-112.7163,"Houston Dock, TX",19.01,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 02:24 AM CST,batch9400,OnTime
653,SUPP-001652,PROD-006,Organic Tomatoes,In Transit from Supplier,4983,3.49,"Fresno, CA",36.7378,-119.7871,"Houston Dock, TX",27.02,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 10:24 AM CST,batch266,OnTime
800,DCTR-001799,PROD-007,Organic Carrots,In Transit to DC,7752,1.99,"El Paso, TX",31.7619,-106.485,"Phoenix DC, AZ",6.28,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 01:24 PM CST,batch8242,OnTime
733,CUST-001732,PROD-006,Organic Tomatoes,In Transit to Customer,5652,3.49,"Rossville, GA",34.9809,-85.286,"Chattanooga, TN",0.08,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch573,OnTime
19,SUPP-001018,PROD-001,Organic Bananas,In Transit from Supplier,7885,0.79,"Mission, TX",26.2159,-98.3253,"Houston Dock, TX",5.53,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 12:24 PM CST,batch3304,OnTime
997,CUST-001996,PROD-008,Organic Apples,In Transit to Customer,6488,2.99,"Marana, AZ",32.4365,-111.2254,"Tucson, AZ",0.38,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch6740,OnTime
644,SUPP-001643,PROD-006,Organic Tomatoes,In Transit from Supplier,7682,3.49,"Ocala, FL",29.1872,-82.1401,"Houston Dock, TX",14.48,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 09:24 PM CST,batch2130,OnTime
929,DCTR-001928,PROD-008,Organic Apples,In Transit to DC,7933,2.99,"Lafayette, LA",30.2241,-92.0198,"Atlanta DC, GA",9.26,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 04:24 PM CST,batch8884,OnTime
1159,SUPP-002158,PROD-010,Organic Bell Peppers,In Transit from Supplier,4988,4.49,"Flagstaff, AZ",35.1983,-111.6513,"Houston Dock, TX",18.53,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 01:24 AM CST,batch7654,OnTime
218,DCST-001217,PROD-002,Organic Avocados,At DC,32341,2.49,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1601,Nil
518,SUPP-001517,PROD-005,Organic Blueberries,In Transit from Supplier,7596,6.99,"Sarasota, FL",27.3364,-82.5307,"Houston Dock, TX",14.48,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 09:24 PM CST,batch5455,OnTime
549,DCTR-001548,PROD-005,Organic Blueberries,In Transit to DC,7319,6.99,"Birmingham, AL",33.5186,-86.8104,"Boston DC, MA",19.1,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 02:24 AM CST,batch4639,OnTime
120,CUST-001119,PROD-001,Organic Bananas,In Transit to Customer,6968,0.79,"Woodmoor, CO",39.0947,-104.8469,"Colorado Springs, CO",0.33,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch3090,OnTime
87,DCST-001086,PROD-001,Organic Bananas,At DC,37292,0.79,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch7853,Nil
403,SUPP-001402,PROD-004,Organic Strawberries,In Transit from Supplier,5508,5.99,"Temecula, CA",33.4936,-117.1484,"Houston Dock, TX",23.72,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 06:24 AM CST,batch6672,OnTime
167,DCTR-001166,PROD-002,Organic Avocados,In Transit to DC,6912,2.49,"Austin, TX",30.2672,-97.7431,"Denver DC, CO",14.03,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 09:24 PM CST,batch6339,OnTime
445,DCST-001444,PROD-004,Organic Strawberries,At DC,38678,5.99,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch4630,Nil
671,DCTR-001670,PROD-006,Organic Tomatoes,In Transit to DC,4197,3.49,"Raton, NM",36.9032,-104.4391,"Denver DC, CO",3.6,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 10:24 AM CST,batch6814,OnTime
804,DCTR-001803,PROD-007,Organic Carrots,In Transit to DC,3346,1.99,"Austin, TX",30.2672,-97.7431,"Denver DC, CO",14.03,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 09:24 PM CST,batch3096,OnTime
907,SUPP-001906,PROD-008,Organic Apples,In Transit from Supplier,6441,2.99,"Eugene, OR",44.0521,-123.0868,"Houston Dock, TX",32.88,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 03:24 PM CST,batch9121,OnTime
561,DCST-001560,PROD-005,Organic Blueberries,At DC,30140,6.99,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1964,Nil
193,DCST-001192,PROD-002,Organic Avocados,At DC,31139,2.49,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3006,Nil
437,DCST-001436,PROD-004,Organic Strawberries,At DC,42352,5.99,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch2771,Nil
212,DCST-001211,PROD-002,Organic Avocados,At DC,43131,2.49,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1203,Nil
172,DCST-001171,PROD-002,Organic Avocados,At DC,31711,2.49,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1495,Nil
399,SUPP-001398,PROD-004,Organic Strawberries,In Transit from Supplier,5398,5.99,"Lake City, FL",30.1897,-82.6393,"Houston Dock, TX",13.86,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 PM CST,batch4488,OnTime
916,SUPP-001915,PROD-008,Organic Apples,In Transit from Supplier,4505,2.99,"Eugene, OR",44.0521,-123.0868,"Houston Dock, TX",32.88,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 03:24 PM CST,batch9035,OnTime
743,CUST-001742,PROD-006,Organic Tomatoes,In Transit to Customer,4484,3.49,"Cottonwood, AZ",34.7395,-112.006,"Flagstaff, AZ",0.68,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch3606,OnTime
366,CUST-001365,PROD-003,Organic Spinach,In Transit to Customer,6656,4.99,"Castle Rock, CO",39.3722,-104.8561,"Colorado Springs, CO",0.68,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch1648,OnTime
411,DCTR-001410,PROD-004,Organic Strawberries,In Transit to DC,6795,5.99,"Fort Stockton, TX",30.8935,-102.8779,"Phoenix DC, AZ",10.29,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 05:24 PM CST,batch3382,OnTime
317,DCST-001316,PROD-003,Organic Spinach,At DC,41039,4.99,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6059,Nil
158,DCTR-001157,PROD-002,Organic Avocados,In Transit to DC,6976,2.49,"Beaumont, TX",30.0802,-94.1266,"Atlanta DC, GA",11.35,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 06:24 PM CST,batch470,OnTime
1151,CUST-002150,PROD-009,Organic Lettuce,In Transit to Customer,7697,3.99,"Foxborough, MA",42.0654,-71.2478,"Providence, RI",0.34,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch7731,OnTime
520,SUPP-001519,PROD-005,Organic Blueberries,In Transit from Supplier,7112,6.99,"New Orleans, LA",29.9511,-90.0715,"Houston Dock, TX",5.78,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 12:24 PM CST,batch1774,OnTime
553,DCST-001552,PROD-005,Organic Blueberries,At DC,26635,6.99,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch9753,Nil
461,DCST-001460,PROD-004,Organic Strawberries,At DC,25588,5.99,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch5727,Nil
492,CUST-001491,PROD-004,Organic Strawberries,In Transit to Customer,6166,5.99,"Milpitas, CA",37.4323,-121.8996,"San Jose, CA",0.12,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch3800,OnTime
772,SUPP-001771,PROD-007,Organic Carrots,In Transit from Supplier,6624,1.99,"Barstow, CA",34.8958,-117.0228,"Houston Dock, TX",23.82,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 06:24 AM CST,batch4045,OnTime
766,CUST-001765,PROD-006,Organic Tomatoes,In Transit to Customer,4078,3.49,"Marlborough, MA",42.3459,-71.5523,"Worcester, MA",0.25,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch8090,OnTime
502,CUST-001501,PROD-004,Organic Strawberries,In Transit to Customer,6505,5.99,"Security-Widefield, CO",38.7483,-104.715,"Pueblo, CO",0.63,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch3067,OnTime
943,DCST-001942,PROD-008,Organic Apples,At DC,43089,2.99,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch2707,Nil
12,SUPP-001011,PROD-001,Organic Bananas,In Transit from Supplier,4753,0.79,"Corpus Christi, TX",27.8006,-97.3964,"Houston Dock, TX",3.32,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 10:24 AM CST,batch1897,OnTime
383,SUPP-001382,PROD-004,Organic Strawberries,In Transit from Supplier,4601,5.99,"Tucson, AZ",32.2226,-110.9747,"Houston Dock, TX",17.07,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 12:24 AM CST,batch5993,OnTime
404,SUPP-001403,PROD-004,Organic Strawberries,In Transit from Supplier,4410,5.99,"Eugene, OR",44.0521,-123.0868,"Houston Dock, TX",32.88,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 03:24 PM CST,batch4657,OnTime
251,CUST-001250,PROD-002,Organic Avocados,In Transit to Customer,4477,2.49,"Firestone, CO",40.1483,-104.9386,"Fort Collins, CO",0.57,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch9431,OnTime
433,DCST-001432,PROD-004,Organic Strawberries,At DC,32657,5.99,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch5617,Nil
1042,SUPP-002041,PROD-009,Organic Lettuce,In Transit from Supplier,4382,3.99,"Barstow, CA",34.8958,-117.0228,"Houston Dock, TX",23.82,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 06:24 AM CST,batch9616,OnTime
1052,SUPP-002051,PROD-009,Organic Lettuce,In Transit from Supplier,3856,3.99,"El Paso, TX",31.7619,-106.485,"Houston Dock, TX",12.25,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 PM CST,batch795,OnTime
341,DCST-001340,PROD-003,Organic Spinach,At DC,34494,4.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1767,Nil
512,SUPP-001511,PROD-005,Organic Blueberries,In Transit from Supplier,6504,6.99,"Winslow, AZ",35.0242,-110.6974,"Houston Dock, TX",17.53,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 12:24 AM CST,batch4351,OnTime
1205,DCST-002204,PROD-010,Organic Bell Peppers,At DC,36235,4.49,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch4712,Nil
598,DCST-001597,PROD-005,Organic Blueberries,At DC,40679,6.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch8031,Nil
274,SUPP-001273,PROD-003,Organic Spinach,In Transit from Supplier,3209,4.99,"Tucson, AZ",32.2226,-110.9747,"Houston Dock, TX",17.07,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 12:24 AM CST,batch5893,OnTime
123,CUST-001122,PROD-001,Organic Bananas,In Transit to Customer,4112,0.79,"Berthoud, CO",40.3083,-105.0808,"Fort Collins, CO",0.35,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch8979,OnTime
741,CUST-001740,PROD-006,Organic Tomatoes,In Transit to Customer,6610,3.49,"Casa Grande, AZ",32.8795,-111.7573,"Tucson, AZ",1.17,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 AM CST,batch4081,OnTime
133,CUST-001132,PROD-001,Organic Bananas,In Transit to Customer,7244,0.79,"Bedford, NH",42.9465,-71.5162,"Manchester, NH",0.08,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch9712,OnTime
548,DCTR-001547,PROD-005,Organic Blueberries,In Transit to DC,5931,6.99,"Amarillo, TX",35.222,-101.8313,"Denver DC, CO",6.49,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 01:24 PM CST,batch4840,OnTime
794,SUPP-001793,PROD-007,Organic Carrots,In Transit from Supplier,5056,1.99,"Tucson, AZ",32.2226,-110.9747,"Houston Dock, TX",17.07,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 12:24 AM CST,batch5806,OnTime
868,CUST-001867,PROD-007,Organic Carrots,In Transit to Customer,6576,1.99,"Gray, GA",33.0093,-83.532,"Macon, GA",0.24,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch982,OnTime
1094,DCST-002093,PROD-009,Organic Lettuce,At DC,28467,3.99,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch2656,Nil
4,SUPP-001003,PROD-001,Organic Bananas,In Transit from Supplier,4800,0.79,"Fort Myers, FL",26.6406,-81.8723,"Houston Dock, TX",15.44,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 10:24 PM CST,batch1275,OnTime
1064,DCTR-002063,PROD-009,Organic Lettuce,In Transit to DC,7352,3.99,"Colorado Springs, CO",38.8339,-104.8214,"Denver DC, CO",1.15,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 AM CST,batch3888,OnTime
1141,CUST-002140,PROD-009,Organic Lettuce,In Transit to Customer,6122,3.99,"Livingston, CA",37.3869,-120.7238,"Fresno, CA",1.24,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 AM CST,batch8985,OnTime
963,DCST-001962,PROD-008,Organic Apples,At DC,32548,2.99,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6362,Nil
854,DCST-001853,PROD-007,Organic Carrots,At DC,30553,1.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6319,Nil
487,CUST-001486,PROD-004,Organic Strawberries,In Transit to Customer,7209,5.99,"Tacna, AZ",32.7026,-113.9238,"Yuma, AZ",0.74,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch9848,OnTime
86,DCST-001085,PROD-001,Organic Bananas,At DC,32406,0.79,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch5833,Nil
387,SUPP-001386,PROD-004,Organic Strawberries,In Transit from Supplier,5872,5.99,"Needles, CA",34.848,-114.6144,"Houston Dock, TX",21.37,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 04:24 AM CST,batch6579,OnTime
570,DCST-001569,PROD-005,Organic Blueberries,At DC,36411,6.99,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3725,Nil
1050,SUPP-002049,PROD-009,Organic Lettuce,In Transit from Supplier,5696,3.99,"Phoenix, AZ",33.4484,-112.074,"Houston Dock, TX",18.44,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 01:24 AM CST,batch1220,OnTime
29,DCTR-001028,PROD-001,Organic Bananas,In Transit to DC,4020,0.79,"Mobile, AL",30.6954,-88.0399,"Atlanta DC, GA",5.46,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 12:24 PM CST,batch5683,OnTime
1192,DCTR-002191,PROD-010,Organic Bell Peppers,In Transit to DC,7565,4.49,"Birmingham, AL",33.5186,-86.8104,"Boston DC, MA",19.1,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 02:24 AM CST,batch7651,OnTime
724,DCST-001723,PROD-006,Organic Tomatoes,At DC,30195,3.49,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch995,Nil
811,DCST-001810,PROD-007,Organic Carrots,At DC,26686,1.99,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch4996,Nil
859,DCST-001858,PROD-007,Organic Carrots,At DC,27917,1.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch5303,Nil
984,DCST-001983,PROD-008,Organic Apples,At DC,43166,2.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3562,Nil
468,DCST-001467,PROD-004,Organic Strawberries,At DC,28039,5.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1256,Nil
155,SUPP-001154,PROD-002,Organic Avocados,In Transit from Supplier,7130,2.49,"Phoenix, AZ",33.4484,-112.074,"Houston Dock, TX",18.44,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 01:24 AM CST,batch9041,OnTime
539,DCTR-001538,PROD-005,Organic Blueberries,In Transit to DC,4700,6.99,"Baton Rouge, LA",30.4515,-91.1871,"Atlanta DC, GA",8.33,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 03:24 PM CST,batch1163,OnTime
256,CUST-001255,PROD-002,Organic Avocados,In Transit to Customer,5472,2.49,"North Attleborough, MA",41.9707,-71.3298,"Providence, RI",0.2,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch6121,OnTime
1062,DCTR-002061,PROD-009,Organic Lettuce,In Transit to DC,7623,3.99,"Phoenix, AZ",33.4484,-112.074,"Sacramento DC, CA",11.53,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 06:24 PM CST,batch3327,OnTime
541,DCTR-001540,PROD-005,Organic Blueberries,In Transit to DC,4652,6.99,"Lafayette, LA",30.2241,-92.0198,"Atlanta DC, GA",9.26,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 04:24 PM CST,batch5725,OnTime
1140,CUST-002139,PROD-009,Organic Lettuce,In Transit to Customer,4580,3.99,"Milpitas, CA",37.4323,-121.8996,"San Jose, CA",0.12,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch7485,OnTime
238,CUST-001237,PROD-002,Organic Avocados,In Transit to Customer,7187,2.49,"Concord, CA",37.978,-122.0311,"San Francisco, CA",0.46,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch5836,OnTime
